"I alt","I alt","2024","Uddannelsesstatus i alt",305540,295626
"I alt","I alt","2024","Fuldført uddannelse",191428,213007
"I alt","I alt","2024","Igangværende uddannelse",58832,46177
"I alt","I alt","2024","Afbrudt uddannelse",26212,15635
"I alt","I alt","2024","Ingen registreret uddannelse",29068,20807
