"I alt","I alt","2024","Uddannelsesstatus i alt",478536,79025,43605
"I alt","I alt","2024","Fuldført uddannelse",314083,61221,29131
"I alt","I alt","2024","Igangværende uddannelse",92661,5922,6426
"I alt","I alt","2024","Afbrudt uddannelse",34475,2904,4468
"I alt","I alt","2024","Ingen registreret uddannelse",37317,8978,3580
