"Odense","2024","Uddannelsesstatus i alt",8060,155,2490
"Odense","2024","Fuldført uddannelse",6521,0,1142
"Odense","2024","Igangværende uddannelse",1164,49,753
"Odense","2024","Afbrudt uddannelse",375,106,595
